"MENU NAME","OPTION NUMBER","TYPE M/C/P","OPTION DESCRIPTION ENGLISH","OPTION DESCRIPTION FRENCH","OPTION DESCRIPTION SPANISH","COMMAND TO PROCESS OPTION","EFFECTIVE DATE OF OPTION","Hidden Needs Special Auth","Update Option =U","Usage Type R/I/M"
"DSJOBM18",10,"P","Print Price Bid Worksheet","Imprimer feuille de travail prix proposés client","Imprimir Hoja de trabajo de Subastas","CALL BID011MU","2005-02-12","N","Y",""
"DSJOBM18",11,"P","Print Price Bid Letters","Imprimer lettres prix proposés","Imprimir Subastas de Precios","CALL BID010MU","2005-02-12","N","N",""
"DSJOBM18",12,"P","Corporate Item Inquiry","Requête sur l'article d'entreprise","Consulta de Items Corporativos","CALL BR0020R3MU","2007-07-14","N","N",""
"DSJOBM18",13,"P","Price Quote Inquiry","Requête sur les devis","Consulta de Cotizaciones de Precios","CALL QO0001MU2","2007-12-01","N","N",""
"DSJOBM18",16,"P","Remote-Low Gross Profit Items Review","Région éloignée - revue articles à faible marge brute","Remota - revisión de Items de baja Utilidad","CALL SA0205CLMU","2005-02-12","N","N",""
"DSJOBM18",17,"P","Remote-View Below Minimum Report","Région éloignée - visualiser rapport inférieur au minimum","Remota - Reporte de Abajo de Mínimo","CALL OE0065MU","2005-02-12","N","N",""
"DSJOBM18",18,"P","Remote-Customer Delivery Inquiry","Région éloignée - Requête sur la livraison client","Remota - Consulta de Entregas a Clientes","CALL CR0002MU","2005-02-12","N","N",""
"DSJOBM18",19,"P","Remote-Delivery Schedule Inquiry","Région éloignée - requête calendrier de livraison","Remota - Consulta de Calendario de Entrega","CALL RT0007MU","2005-02-12","N","N",""
"DSJOBM18",20,"P","Remote-Salesperson Daily Totals Inquiry","Région éloignée - requête totaux quotidiens représentant commercial","Remota - Consulta de Totales diarios por vendedor","CALL SA0200MU","2005-02-12","N","N",""
"DSJOBM18",21,"P","Go for the Gold Customer Inquiry","Requête client Visez l'or","Consulta de programa Go for the Gold","CALL GOLD11MU","2005-02-12","N","N",""
"DSJOBM18",23,"P","TeleMarketing Program","Programme de télémarketing","Programa de Telemarketing","CALL TLC0010MU","2005-02-12","N","N",""
"DSJOBM18",24,"C","Sales Goals Maintenance","Entretien Des Objectifs De Vente","Mantenimiento del presupuesto de ventas","CALL PGM(VIP020) PARM('U')","2022-05-06","N","Y","M"
"DSJOBM18",25,"C","Sales Goals Inquiry","Enquête Sur Les Objectifs De Vente","Consulta De Objetivos De Ventas","CALL PGM(VIP020) PARM('I')","2022-05-06","N","Y","I"
"DSJOBM18",26,"C","VIP Calendar Workday/Holiday Maintenance","Mise à jour du calendrier jours de travail/congés VIP","VIP Calendar Workday/Holiday Maintenance","CALL DS0054","2012-03-09","N","Y",""
"DSJOBM18",30,"C","Multi-Tiered Trade Discount Inquiry","Requête sur les remises commerciales plusieurs niv.","Multi-Tiered Trade Discount Inquiry","CALL TDT001 PARM('I')","2011-11-22","N","N",""
"DSJOBM18",60,"M","Salesperson Report Menu","Menu rapports représentants commerciaux","Menu de Reportes para Vendedores","DSJOBM18R","2005-02-12","N","N",""
"DSJOBM18",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM18R",1,"P","Weekly Salesperson Report","Rapport hebdomadaire de représentants commerciaux","Reporte Semanal de Vendedores","CALL OE0200MU","2005-02-12","N","N",""
"DSJOBM18R",2,"P","Top 50 Accounts Report","Rapport 50 plus importants comptes","Reporte de los Mejores 50","CALL SFR007CLMU","2005-02-12","N","N",""
"DSJOBM18R",60,"M","Distribution System Salesperson Menu","Menu de représentants du système de distribution","Menu del Vendedor","DSJOBM18","2005-02-12","N","N",""
"DSJOBM18R",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM19",1,"C","End User Customer Master Maintenance","Mise à jour clients utilisateurs finaux","End User Customer Master Maintenance","CALL TPR001 PARM('M' '      ')","2009-07-25","N","Y",""
"DSJOBM19",2,"C","3rd Party Rebate Contract Maintenance","Mise à jour contrats ristournes par des tiers","3rd Party Rebate Contract Maintenance","CALL TPR003 PARM('M' '      ')","2009-08-09","N","Y",""
"DSJOBM19",3,"C","3rd Party Rebate Claims Entry","Saisie réclamations ristournes par des tiers","3rd Party Rebate Claims Entry","CALL TPR003 PARM('M' 'CLAIMS')","2009-12-26","N","Y",""
"DSJOBM19",4,"C","Create Pending 3rd Party Rebate Claim Batches","Créer des lots versements de ristournes par des tiers en attente","Create Pending 3rd Party Rebate Claim Batches","CALL TPR015 PARM('M')","2010-01-30","N","Y",""
"DSJOBM19",5,"C","3rd Party Rebate Group Maintenance","Mise à jour groupes ristournes par des tiers","3rd Party Rebate Group Maintenance","CALL TPR021 PARM('M')","2010-05-15","N","Y",""
"DSJOBM19",6,"C","3PR Email Contract Template","Modèle de contrat par courrier électronique 3PR","Plantilla de contrato de correo electrónico 3PR","CALL TPR030CL","2024-07-19","N","Y","M"
"DSJOBM19",7,"P","Upload 3PR Contract Spreadsheet","Télécharger la feuille de calcul du contrat 3PR","Cargar hoja de cálculo del contrato 3PR","CALL TPR031CL","2024-07-19","N","Y","M"
"DSJOBM19",9,"C","3rd Party Rebate Customer Report Header Maintenance","Mise à jour en-tête rapport clients ristournes par des tiers","3rd Party Rebate Customer Report Header Maintenance","CALL TPR009 PARM('M')","2009-09-05","N","Y",""
"DSJOBM19",11,"C","End User Customer Master Inquiry","Requête sur les fiches clients utilisateurs finaux","End User Customer Master Inquiry","CALL TPR001 PARM('I' '      ')","2009-07-25","N","N",""
"DSJOBM19",12,"C","3rd Party Rebate Contract Inquiry","Requête sur les contrats ristournes par des tiers","3rd Party Rebate Contract Inquiry","CALL TPR003 PARM('I' '      ')","2009-08-09","N","N",""
"DSJOBM19",13,"C","3rd Party Rebate Claims Inquiry","Requête sur les réclamations ristournes par des tiers","3rd Party Rebate Claims Inquiry","CALL TPR003 PARM('I' 'CLAIMS')","2009-12-26","N","N",""
"DSJOBM19",14,"C","Inquiry on Pending 3rd Party Rebate Claim Batches","Requête sur les lots demandes de ristourne en attente par des tiers","Inquiry on Pending 3rd Party Rebate Claim Batches","CALL TPR015 PARM('I')","2010-01-30","N","N",""
"DSJOBM19",15,"C","3rd Party Rebate Group Inquiry","Requête sur les groupes ristournes par des tiers","3rd Party Rebate Group Inquiry","CALL TPR021 PARM('I')","2010-05-15","N","N",""
"DSJOBM19",19,"C","3rd Party Rebate Customer Report Header Inquiry","Requête sur l'en-tête rapport ristournes client par des tiers","3rd Party Rebate Customer Report Header Inquiry","CALL TPR009 PARM('I')","2009-09-05","N","N",""
"DSJOBM19",20,"P","3rd Party Rebate Batch","Lot de ristournes par des tiers","3rd Party Rebate Batch","CALL APENTR3MU","2015-07-29","N","Y",""
"DSJOBM19",60,"M","3rd Party Rebate Report Menu","Menu rapports ristournes par des tiers","3rd Party Rebate Report Menu","DSJOBM19R","2010-01-30","N","N",""
"DSJOBM19R",1,"C","3rd Party Rebate Claim Detail Report","Rapport détaillé demandes de ristournes par des tiers","3rd Party Rebate Claim Detail Report","CALL PGM(TPR040)","2010-01-30","N","N",""
"DSJOBM21",1,"C","Kit Component Item Maintenance","Mise à jour postes composant de kit","Kit Component Item Maintenance","CALL KIT001 PARM('M')","2016-03-11","N","Y",""
"DSJOBM21",2,"C","Work Order Maintenance","Mise à jour bons de travail","Work Order Maintenance","CALL KIT002CL PARM('M')","2016-03-29","N","Y",""
"DSJOBM21",3,"P","Work Order Print","Imprimer bons de travail","Work Order Print","CALL KIT010MU","2016-06-10","N","Y","M"
"DSJOBM21",4,"P","Work Order Start","Work Order Start","Work Order Start","CALL KIT040MU","2016-09-16","N","Y","M"
"DSJOBM21",5,"P","Work Order Completion","Work Order Completion","Work Order Completion","CALL KIT050MU","2016-09-16","N","Y","M"
"DSJOBM21",6,"P","Kit Item Put Away","Kit Item Put Away","Kit Item Put Away","CALL KIT060MU","2016-09-16","N","Y","M"
"DSJOBM21",7,"P","Work Order Close","Work Order Close","Work Order Close","CALL KIT070MU","2016-09-16","N","Y","M"
"DSJOBM21",21,"C","Kit Component Item Inquiry","Requête poste composant de kit","Kit Component Item Inquiry","CALL KIT001 PARM('I')","2016-03-11","N","N",""
"DSJOBM21",22,"C","Work Order Inquiry","Requête sur les bons de travail","Work Order Inquiry","CALL KIT002CL PARM('I')","2016-03-29","N","N",""
"DSJOBM21",23,"P","Work Order Reprint","Réimprimer bons de travail","Work Order Reprint","CALL KIT010RMU","2016-06-10","N","Y","R"
"DSJOBM21",60,"M","Production Report Menu","Menu rapports de production","Menu de Reportes de Producción","DSJOBM21R","2004-11-06","N","N",""
"DSJOBM21",103,"P","Inventory Transfer Adjustments","Ajustements de transfert d'inventaire","Ajustes de Transferencia de Inventario","CALL IT0001MU","2004-11-06","N","Y",""
"DSJOBM21",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM21R",1,"P","Print Component Requirements Report","Imprimer rapport d'exigences de composants","Imprimir Reporte de Componentes Requeridos","CALL CP0003MU","2004-11-06","N","N",""
"DSJOBM21R",2,"P","Print Production Open Order Report","Imprimer rapport de production commandes permanentes","Imprimir Reporte de Ordenes Abiertas de Producción","CALL CP0002MU","2004-11-06","N","N",""
"DSJOBM21R",3,"P","Print Inventory Requirements for Production Report","Imprimer rapport besoins en inventaires pour rapport de production","Imprimir Reporte de Inventario Requerido p/Producción","CALL CP0004R1MU","2004-11-06","N","N",""
"DSJOBM21R",4,"P","Print Production Requirements Report","Imprimer rapport besoins de production","Imprimir Reporte de Requerimientos de Producción","CALL CP0004R2MU","2004-11-06","N","N",""
"DSJOBM21R",60,"M","Production On Line Menu","Menu en ligne production","Menu de Producción","DSJOBM21","2004-11-06","N","N",""
"DSJOBM21R",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM22",1,"P","Purchasing Analysis Inquiry By Vendor","Requête sur l'analyse d'achats par fournisseur","Consulta del Análisis de Compras por Proveedor","CALL DS000401MU","2004-11-06","N","N",""
"DSJOBM22",2,"P","Purchasing Analysis Inquiry By Item","Requête sur l'analyse achats par article","Consulta del Análisis de Compras por Item","CALL DS000402MU","2004-11-06","N","N",""
"DSJOBM22",60,"M","Purchasing Analysis Report Menu","Menu rapports d'analyse achats","Menu de reportes de Análisis de Compra","DSJOBM22R","2004-11-06","N","N",""
"DSJOBM22",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM22R",2,"P","Purchasing Analysis Report","Rapport d'analyse d'achats","Reporte  de Análisis de Compras","CALL DS0004R2MU","2007-03-10","N","N",""
"DSJOBM22R",3,"P","YTD Purchases By Vendor","Cumul jusqu'à ce jour achats par fournisseur","Compras Acumuladas al año por Proveedor","CALL SC0001MU","2004-11-06","N","N",""
"DSJOBM22R",4,"P","YTD Sales By Vendor","Cumul jusqu'à ce jour ventes par fournisseur","Ventas Acumuladas al año por Proveedor","CALL SC0003MU","2004-11-06","N","N",""
"DSJOBM22R",5,"P","Inventory Dollar Report","Rapport valeur monétaire - inventaire","Reporte Monetario de Inventario","CALL SC0004MU","2004-11-06","N","N",""
"DSJOBM22R",6,"P","Go for the Gold items setup listing","Liste création articles Visez l'or","Go for the Gold - Alta de Items en programa","CALL DS0055MU","2004-11-06","N","N",""
"DSJOBM22R",7,"P","Print Go for the Gold sales analysis","Imprimer analyse des ventes Visez l'or","Imprimir Análisis de Ventas de Go for the Gold","CALL GOLD09R1MU","2004-11-06","N","N",""
"DSJOBM22R",8,"P","YTD Regional Vendor Summary Report","Rapport sommaire régional cumul jusqu'à ce jour fournisseur","Reporte Reg  Sumarizado Acum al año por Proveedor","CALL DS0705R1MU","2004-11-06","N","N",""
"DSJOBM22R",9,"P","YTD Regional Vendor Fill Rate Rpt","Rapport régional cumul jusqu'à ce jour taux de couverture fournisseur","Reporte Reg  Sumarizado Acum al año de Nivel de Servicio","CALL DS0705R2MU","2004-11-06","N","N",""
"DSJOBM22R",10,"P","Quarterly Purchases","Achats trimestriels","Compras por Trimestre","CALL PO0060MU","2004-11-06","N","N",""
"DSJOBM22R",11,"P","Print Go for the Gold Group Sales","Imprimer groupes de vente Visez l'or","Imprimir Reporte Grupal de Ventas de Go for the Gold","CALL GOLD09R2MU","2004-11-06","N","N",""
"DSJOBM22R",60,"M","Purchasing Analysis On Line Menu","Menu en ligne analyse achats","Menu de Análisis de Compras","DSJOBM22","2004-11-06","N","N",""
"DSJOBM22R",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM24",1,"P","Post Shelter Receipts","Reporter rentrées de fonds protégées","Procesar Recibos Protegidos","CALL SR0008MU","2004-11-06","N","Y",""
"DSJOBM24",2,"P","Post Shelter Adjustments","Reporter ajustements protégés","Procesar Ajustes Protegidos","CALL SR0009MU","2004-11-06","N","Y",""
"DSJOBM24",3,"C","Display Shelter File Totals","Afficher totaux fichiers protégés","Desplegar Totales de Protegidos","CALL SR0006","2004-11-06","N","N",""
"DSJOBM24",4,"C","Shelter Detail Transaction Inquiry","Requête sur les transactions détaillées protégées","Consulta del detalle de Transacciones Protegidas","CALL SR0011","2004-11-06","N","N",""
"DSJOBM24",5,"P","Display Shelter Receipts Batch Status","Afficher état du lot rentrées de fonds protégées","Desplegar estatus del Lote de recibos Protegidos","CALL SR000705MU","2004-11-06","N","N",""
"DSJOBM24",6,"P","Display Shelter Adjustment Batch Status","Afficher état du lot ajustements protégés","Desplegar estatus del Lote de ajustes Protegidos","CALL SR000706MU","2004-11-06","N","N",""
"DSJOBM24",20,"P","Vendor Shelter Maintenance","Mise à jour fournisseurs protégés","Mantenimiento de Precios Protegidos por Proveedor","CALL PC0214MU","2004-11-06","N","Y",""
"DSJOBM24",21,"C","Shelter Adjustment Code Maintenance","Mise à jour codes ajustements protégés","Mantenimiento de Códigos de Ajustes Protegidos","CALL SR0001","2004-11-06","N","Y",""
"DSJOBM24",60,"M","Shelter Receivable Report Menu","Menu rapports fonds à rentrer protégés","Menu de Reportes de Recibos Protegidos","DSJOBM24R","2004-11-06","N","N",""
"DSJOBM24",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM24R",1,"P","Shelter Aging Report","Rapport classement chronologique protégé","Reporte de Antigüedad de Protegidos","CALL SR0015MU","2004-11-06","N","N",""
"DSJOBM24R",60,"M","Shelter Receivable On Line Menu","Menu en ligne fonds à rentrer protégés","Menu de Recibos Protegidos","DSJOBM24","2004-11-06","N","N",""
"DSJOBM24R",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM25",1,"P","Management Information Report","Rapport information gestion","Reporte de Información Gerencial","CALL IN0104MU","2004-11-06","N","N",""
"DSJOBM25",2,"P","Top Gun","Top Gun","Top Gun","CALL TG0001MU","2004-11-06","N","N",""
"DSJOBM25",3,"P","Weekly Salesperson Report","Rapport hebdomadaire de représentants commerciaux","Reporte Semanal de Vendedores","CALL OE020025MU","2004-11-06","N","N",""
"DSJOBM25",4,"P","National/Regional Sales Report","Rapport de ventes national/régional","Reporte de Ventas Nacional/Regional","CALL SFR008MU","2004-11-06","N","N",""
"DSJOBM25",5,"P","Customer Class Sales Report","Rapport de ventes catégorie clients","Reporte de Ventas por Clase de Cliente","CALL SFR009MU","2004-11-06","N","N",""
"DSJOBM25",6,"C","Top 50 Accounts Analysis","Analyses des 50 meilleurs comptes","Análisis de los Mejores 50 Clientes","CALL SFR007CL","2004-11-06","N","N",""
"DSJOBM25",7,"P","Top Gun For Managers","Top Gun pour gestionnaires","Top Gun For Managers","CALL TG0003MU","2009-04-05","N","N",""
"DSJOBM25",8,"P","Sales Goals vs Actual Spreadsheet","Objectifs de vente vs feuille de calcul réelle","Metas de Ventas vs Hoja de Cálculo Real","CALL SFR015MU","2022-05-06","N","Y",""
"DSJOBM25",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
"DSJOBM26",1,"P","Transfer Inventory Item History","Transférer historique d'articles d'inventaire","Transferir la Historia de Items de Inventario","CALL DS0020MU","2004-11-06","N","Y",""
"DSJOBM26",3,"C","Transfer Customer History","Transférer historique de clients","Transferir Historial del Cliente","CALL DS0075CL","2004-11-06","N","Y",""
"DSJOBM26",4,"C","Copy Customer Files","Copier fichiers de client","Copiar Archivos de Clientes","CALL DS0074CL","2004-11-06","N","Y",""
"DSJOBM26",5,"P","Align Price Levels within a Region","Aligner niveaux de prix dans une région","Alinear niveles de precios de una Región","CALL PC0232MU","2004-11-06","N","Y",""
"DSJOBM26",6,"P","Copy Customer Master Data to a New Customer","Copier données de base client vers un nouveau client","Copy Customer Master Data to a New Customer","CALL AR0097","2014-09-10","N","N",""
"DSJOBM26",7,"P","Copy Ship-To Master data to a diffferent Company","Copier données de base expédier à","Copiar Despachos de Cliente a otra Compañía","CALL AR0098","2007-07-28","N","Y",""
"DSJOBM26",8,"C","Branch Level Vendor Conversion","Conversion fournisseur niveau succursale","Conversión Del Vendedor Nivel Compañía","CALL VCLVNV PARM('B')","2014-01-14","N","Y",""
"DSJOBM26",9,"C","Regional Level Vendor Conversion","Conversion fournisseur niveau régional","Conversión Del Vendedor Nivel Regional","CALL VCLVNV PARM('R')","2014-01-14","N","Y",""
"DSJOBM26",10,"C","Vendor Conversion Priority Inquiry","Requête sur la priorité conversion fournisseur","Información De Conversiónes De Vendedor","CALL VCLVNV PARM('I')","2014-01-14","N","N",""
"DSJOBM26",999,"M","General Utilities Menu","Menu utilitaires généraux","Menu de Utilerías Generales","GUMENU01","2006-09-23","*","N",""
